"Site.Name","Date","PM2.5","Ozone"
"Frying Pan Mountain",2018-09-10,NA,27
"Garinger High School",2018-09-10,35,24
"Hattie Avenue",2018-09-10,22,14
"Leggett",2018-09-10,16,20
"Linville Falls",2018-09-10,NA,26
"Mendenhall School",2018-09-10,15,16
"Millbrook School",2018-09-10,25.5,27
"Bryson City",2018-09-11,10,24
"Clemmons Middle",2018-09-11,33,39
"Frying Pan Mountain",2018-09-11,8,28
"Garinger High School",2018-09-11,25.5,38
"Hattie Avenue",2018-09-11,24.3333333333333,38
"Linville Falls",2018-09-11,22,28
"Mendenhall School",2018-09-11,11,33
"Millbrook School",2018-09-11,20.6666666666667,30
"Bryson City",2018-09-12,20,24
"Clemmons Middle",2018-09-12,23,30
"Frying Pan Mountain",2018-09-12,NA,30
"Hattie Avenue",2018-09-12,21,26
"Linville Falls",2018-09-12,NA,28
"Mendenhall School",2018-09-12,20,19
"Bryson City",2018-09-13,22,24
"Clemmons Middle",2018-09-13,23,19
"Hattie Avenue",2018-09-13,20,18
"Linville Falls",2018-09-13,NA,20
"Bryson City",2018-09-14,14,23
"Clemmons Middle",2018-09-14,16,17
"Frying Pan Mountain",2018-09-14,5,NA
"Hattie Avenue",2018-09-14,10.5,17
"Linville Falls",2018-09-14,9,19
"Bryson City",2018-09-15,13,21
"Clemmons Middle",2018-09-15,18,15
"Hattie Avenue",2018-09-15,13,16
"Linville Falls",2018-09-15,NA,19
"Bryson City",2018-09-16,9,12
"Clemmons Middle",2018-09-16,13,18
"Hattie Avenue",2018-09-16,11,19
"Linville Falls",2018-09-16,NA,20
"Bryson City",2018-09-17,10,21
"Clemmons Middle",2018-09-17,18,30
"Frying Pan Mountain",2018-09-17,1,NA
"Hattie Avenue",2018-09-17,16.5,29
"Linville Falls",2018-09-17,3,19
"Millbrook School",2018-09-17,NA,22
"Bryson City",2018-09-18,22,27
"Clemmons Middle",2018-09-18,23,28
"Durham Armory",2018-09-18,NA,25
"Garinger High School",2018-09-18,NA,33
"Hattie Avenue",2018-09-18,16,27
"Linville Falls",2018-09-18,NA,34
"Millbrook School",2018-09-18,NA,30
"Bryson City",2018-09-19,32,34
"Clemmons Middle",2018-09-19,42,44
"Durham Armory",2018-09-19,NA,42
"Frying Pan Mountain",2018-09-19,NA,48
"Garinger High School",2018-09-19,NA,47
"Hattie Avenue",2018-09-19,29,45
"Linville Falls",2018-09-19,NA,37
"Millbrook School",2018-09-19,34,45
"West Johnston Co.",2018-09-19,NA,39
"Bryson City",2018-09-20,44,35
"Clemmons Middle",2018-09-20,56,51
"Durham Armory",2018-09-20,NA,51
"Frying Pan Mountain",2018-09-20,33,44
"Garinger High School",2018-09-20,51.5,64
"Hattie Avenue",2018-09-20,42.5,58
"Linville Falls",2018-09-20,35,34
"Mendenhall School",2018-09-20,50,71
"Millbrook School",2018-09-20,54,48
"West Johnston Co.",2018-09-20,NA,45
"Bryson City",2018-09-21,48,36
"Clemmons Middle",2018-09-21,59,51
"Durham Armory",2018-09-21,27,39
"Frying Pan Mountain",2018-09-21,NA,43
"Garinger High School",2018-09-21,49.5,49
"Hattie Avenue",2018-09-21,45,51
"Leggett",2018-09-21,20,31
"Linville Falls",2018-09-21,NA,42
"Mendenhall School",2018-09-21,51,48
"Millbrook School",2018-09-21,43.5,40
"Pitt Agri. Center",2018-09-21,26,NA
"West Johnston Co.",2018-09-21,51,39
"Bryson City",2018-09-22,43,34
"Clemmons Middle",2018-09-22,57,47
"Durham Armory",2018-09-22,40.5,40
"Frying Pan Mountain",2018-09-22,NA,44
"Garinger High School",2018-09-22,49,47
"Hattie Avenue",2018-09-22,43,48
"Leggett",2018-09-22,49,41
"Linville Falls",2018-09-22,NA,31
"Mendenhall School",2018-09-22,47,48
"Millbrook School",2018-09-22,58.5,46
"Pitt Agri. Center",2018-09-22,44,39
"West Johnston Co.",2018-09-22,58,NA
"Bryson City",2018-09-23,43,31
"Clemmons Middle",2018-09-23,37,23
"Durham Armory",2018-09-23,21.5,16
"Frying Pan Mountain",2018-09-23,27,37
"Garinger High School",2018-09-23,50,35
"Hattie Avenue",2018-09-23,25,19
"Leggett",2018-09-23,37,28
"Linville Falls",2018-09-23,30,33
"Mendenhall School",2018-09-23,15,20
"Millbrook School",2018-09-23,50.6666666666667,21
"Pitt Agri. Center",2018-09-23,37,37
"West Johnston Co.",2018-09-23,51,31
"Bryson City",2018-09-24,30,24
"Clemmons Middle",2018-09-24,22,18
"Durham Armory",2018-09-24,11,20
"Frying Pan Mountain",2018-09-24,NA,27
"Garinger High School",2018-09-24,25,20
"Hattie Avenue",2018-09-24,16,18
"Leggett",2018-09-24,22,22
"Linville Falls",2018-09-24,NA,20
"Mendenhall School",2018-09-24,15,17
"Millbrook School",2018-09-24,30,21
"Pitt Agri. Center",2018-09-24,24.5,24
"West Johnston Co.",2018-09-24,28,23
"Bryson City",2018-09-25,27,22
"Clemmons Middle",2018-09-25,33,30
"Durham Armory",2018-09-25,0,31
"Frying Pan Mountain",2018-09-25,NA,28
"Garinger High School",2018-09-25,35,32
"Hattie Avenue",2018-09-25,29,34
"Leggett",2018-09-25,13,28
"Linville Falls",2018-09-25,NA,25
"Mendenhall School",2018-09-25,23,36
"Millbrook School",2018-09-25,34.5,30
"Pitt Agri. Center",2018-09-25,21,24
"West Johnston Co.",2018-09-25,25,30
"Bryson City",2018-09-26,23,16
"Clemmons Middle",2018-09-26,31,34
"Durham Armory",2018-09-26,18,35
"Frying Pan Mountain",2018-09-26,6,31
"Garinger High School",2018-09-26,34,31
"Hattie Avenue",2018-09-26,27,33
"Leggett",2018-09-26,20,36
"Linville Falls",2018-09-26,13,20
"Mendenhall School",2018-09-26,25,41
"Millbrook School",2018-09-26,34.6666666666667,35
"Pitt Agri. Center",2018-09-26,27,33
"West Johnston Co.",2018-09-26,32,31
"Bryson City",2018-09-27,20,13
"Clemmons Middle",2018-09-27,32,30
"Durham Armory",2018-09-27,4,20
"Frying Pan Mountain",2018-09-27,NA,25
"Garinger High School",2018-09-27,14,25
"Hattie Avenue",2018-09-27,27,25
"Leggett",2018-09-27,24,29
"Linville Falls",2018-09-27,NA,25
"Mendenhall School",2018-09-27,21,25
"Millbrook School",2018-09-27,28,26
"Pitt Agri. Center",2018-09-27,32,37
"West Johnston Co.",2018-09-27,27,30
"Bryson City",2018-09-28,22,27
"Clemmons Middle",2018-09-28,23,29
"Durham Armory",2018-09-28,0,22
"Frying Pan Mountain",2018-09-28,NA,32
"Garinger High School",2018-09-28,18,22
"Hattie Avenue",2018-09-28,16,27
"Leggett",2018-09-28,18,23
"Linville Falls",2018-09-28,NA,29
"Mendenhall School",2018-09-28,9,26
"Millbrook School",2018-09-28,22.5,23
"Pitt Agri. Center",2018-09-28,22,28
"West Johnston Co.",2018-09-28,19,25
"Bryson City",2018-09-29,24,29
"Clemmons Middle",2018-09-29,29,41
"Durham Armory",2018-09-29,15,33
"Frying Pan Mountain",2018-09-29,12,31
"Garinger High School",2018-09-29,28.5,31
"Hattie Avenue",2018-09-29,18.6666666666667,37
"Leggett",2018-09-29,9,37
"Linville Falls",2018-09-29,20,32
"Mendenhall School",2018-09-29,12,35
"Millbrook School",2018-09-29,26.3333333333333,34
"Pitt Agri. Center",2018-09-29,14.5,40
"West Johnston Co.",2018-09-29,20,38
"Bryson City",2018-09-30,25,29
"Clemmons Middle",2018-09-30,34,35
"Durham Armory",2018-09-30,6,37
"Frying Pan Mountain",2018-09-30,NA,32
"Garinger High School",2018-09-30,27,34
"Hattie Avenue",2018-09-30,23,36
"Leggett",2018-09-30,20,44
"Linville Falls",2018-09-30,NA,31
"Mendenhall School",2018-09-30,23,34
"Millbrook School",2018-09-30,35.5,41
"Pitt Agri. Center",2018-09-30,22,47
"West Johnston Co.",2018-09-30,25,42
"Bryson City",2018-10-01,35,28
"Clemmons Middle",2018-10-01,37,44
"Durham Armory",2018-10-01,18,43
"Frying Pan Mountain",2018-10-01,NA,41
"Garinger High School",2018-10-01,30,44
"Hattie Avenue",2018-10-01,31,47
"Leggett",2018-10-01,28,43
"Linville Falls",2018-10-01,NA,30
"Mendenhall School",2018-10-01,30,49
"Millbrook School",2018-10-01,42.5,45
"Pitt Agri. Center",2018-10-01,38,44
"West Johnston Co.",2018-10-01,30,47
"Bryson City",2018-10-02,36,32
"Clemmons Middle",2018-10-02,45,45
"Durham Armory",2018-10-02,25,40
"Frying Pan Mountain",2018-10-02,23,35
"Garinger High School",2018-10-02,40,44
"Hattie Avenue",2018-10-02,38,46
"Leggett",2018-10-02,72,41
"Linville Falls",2018-10-02,25,31
"Mendenhall School",2018-10-02,40,49
"Millbrook School",2018-10-02,46.6666666666667,44
"Pitt Agri. Center",2018-10-02,31,42
"West Johnston Co.",2018-10-02,41,40
"Bryson City",2018-10-03,37,28
"Clemmons Middle",2018-10-03,40,36
"Durham Armory",2018-10-03,17,32
"Frying Pan Mountain",2018-10-03,NA,32
"Garinger High School",2018-10-03,37,40
"Hattie Avenue",2018-10-03,34,38
"Leggett",2018-10-03,30,37
"Linville Falls",2018-10-03,NA,24
"Mendenhall School",2018-10-03,33,39
"Millbrook School",2018-10-03,50.5,40
"Pitt Agri. Center",2018-10-03,37,44
"West Johnston Co.",2018-10-03,40,39
"Bryson City",2018-10-04,30,31
"Clemmons Middle",2018-10-04,38,38
"Durham Armory",2018-10-04,20,40
"Frying Pan Mountain",2018-10-04,NA,39
"Garinger High School",2018-10-04,42,47
"Hattie Avenue",2018-10-04,34,36
"Leggett",2018-10-04,39,46
"Linville Falls",2018-10-04,NA,35
"Mendenhall School",2018-10-04,33,39
"Millbrook School",2018-10-04,52.5,47
"Pitt Agri. Center",2018-10-04,46,58
"West Johnston Co.",2018-10-04,45,42
"Bryson City",2018-10-05,32,27
"Clemmons Middle",2018-10-05,43,39
"Durham Armory",2018-10-05,28.5,36
"Frying Pan Mountain",2018-10-05,23,40
"Garinger High School",2018-10-05,48.5,49
"Hattie Avenue",2018-10-05,32.5,38
"Leggett",2018-10-05,40,37
"Linville Falls",2018-10-05,26,28
"Mendenhall School",2018-10-05,33,38
"Millbrook School",2018-10-05,51.3333333333333,42
"Pitt Agri. Center",2018-10-05,50.5,42
"West Johnston Co.",2018-10-05,47,43
"Bryson City",2018-10-06,37,32
"Castle Hayne",2018-10-06,46,NA
"Clemmons Middle",2018-10-06,50,36
"Durham Armory",2018-10-06,21,26
"Frying Pan Mountain",2018-10-06,NA,43
"Garinger High School",2018-10-06,54,37
"Hattie Avenue",2018-10-06,37,36
"Leggett",2018-10-06,35,31
"Linville Falls",2018-10-06,NA,37
"Mendenhall School",2018-10-06,36,30
"Millbrook School",2018-10-06,52,29
"Pitt Agri. Center",2018-10-06,47,34
"West Johnston Co.",2018-10-06,51,30
"Bryson City",2018-10-07,46,29
"Castle Hayne",2018-10-07,21,NA
"Clemmons Middle",2018-10-07,51,42
"Durham Armory",2018-10-07,17,33
"Frying Pan Mountain",2018-10-07,NA,42
"Garinger High School",2018-10-07,53,43
"Hattie Avenue",2018-10-07,40,44
"Leggett",2018-10-07,15,31
"Linville Falls",2018-10-07,NA,32
"Mendenhall School",2018-10-07,37,38
"Millbrook School",2018-10-07,50,33
"Pitt Agri. Center",2018-10-07,19,32
"West Johnston Co.",2018-10-07,41,33
"Bryson City",2018-10-08,36,32
"Castle Hayne",2018-10-08,14,35
"Clemmons Middle",2018-10-08,40,34
"Durham Armory",2018-10-08,15,28
"Frying Pan Mountain",2018-10-08,10,32
"Garinger High School",2018-10-08,26,31
"Hattie Avenue",2018-10-08,32.5,34
"Leggett",2018-10-08,13,31
"Linville Falls",2018-10-08,23,36
"Mendenhall School",2018-10-08,29,31
"Millbrook School",2018-10-08,26,29
"Pitt Agri. Center",2018-10-08,16,33
"West Johnston Co.",2018-10-08,23,30
"Bryson City",2018-10-09,21,37
"Castle Hayne",2018-10-09,7,36
"Clemmons Middle",2018-10-09,28,34
"Durham Armory",2018-10-09,NA,25
"Frying Pan Mountain",2018-10-09,NA,32
"Garinger High School",2018-10-09,15,25
"Hattie Avenue",2018-10-09,21,34
"Leggett",2018-10-09,8,30
"Linville Falls",2018-10-09,NA,33
"Mendenhall School",2018-10-09,12,29
"Millbrook School",2018-10-09,23,27
"Pitt Agri. Center",2018-10-09,19,32
"West Johnston Co.",2018-10-09,23,29
"Bryson City",2018-10-10,17,19
"Clemmons Middle",2018-10-10,31,18
"Durham Armory",2018-10-10,NA,20
"Frying Pan Mountain",2018-10-10,NA,20
"Garinger High School",2018-10-10,6,16
"Hattie Avenue",2018-10-10,24,18
"Leggett",2018-10-10,16,26
"Linville Falls",2018-10-10,NA,20
"Mendenhall School",2018-10-10,15,16
"Millbrook School",2018-10-10,28.5,NA
"Bryson City",2018-10-11,25,34
"Clemmons Middle",2018-10-11,21,26
"Durham Armory",2018-10-11,13,27
"Frying Pan Mountain",2018-10-11,2,35
"Garinger High School",2018-10-11,9,24
"Hattie Avenue",2018-10-11,12.5,22
"Leggett",2018-10-11,13,NA
"Linville Falls",2018-10-11,6,28
"Millbrook School",2018-10-11,19.3333333333333,NA
"Bryson City",2018-10-12,22,34
"Clemmons Middle",2018-10-12,20,36
"Durham Armory",2018-10-12,29,32
"Frying Pan Mountain",2018-10-12,NA,44
"Garinger High School",2018-10-12,20,36
"Hattie Avenue",2018-10-12,17,35
"Leggett",2018-10-12,15,31
"Linville Falls",2018-10-12,NA,40
"Millbrook School",2018-10-12,32,31
"West Johnston Co.",2018-10-12,NA,38
"Bryson City",2018-10-13,27,33
"Clemmons Middle",2018-10-13,20,32
"Durham Armory",2018-10-13,33,31
"Frying Pan Mountain",2018-10-13,NA,33
"Garinger High School",2018-10-13,20,35
"Hattie Avenue",2018-10-13,14,33
"Leggett",2018-10-13,13,32
"Linville Falls",2018-10-13,NA,33
"Millbrook School",2018-10-13,33,32
"Pitt Agri. Center",2018-10-13,18,35
"West Johnston Co.",2018-10-13,26,34
"Bryson City",2018-10-14,36,29
"Clemmons Middle",2018-10-14,34,19
"Durham Armory",2018-10-14,27.5,19
"Frying Pan Mountain",2018-10-14,14,37
"Garinger High School",2018-10-14,30.5,25
"Hattie Avenue",2018-10-14,25,19
"Leggett",2018-10-14,15,24
"Linville Falls",2018-10-14,20,31
"Mendenhall School",2018-10-14,20,NA
"Millbrook School",2018-10-14,36.3333333333333,21
"Pitt Agri. Center",2018-10-14,20,31
"West Johnston Co.",2018-10-14,25,24
"Bryson City",2018-10-15,40,30
"Castle Hayne",2018-10-15,NA,42
"Clemmons Middle",2018-10-15,41,36
"Durham Armory",2018-10-15,38,31
"Frying Pan Mountain",2018-10-15,NA,39
"Garinger High School",2018-10-15,34,31
"Hattie Avenue",2018-10-15,35,36
"Leggett",2018-10-15,21,35
"Linville Falls",2018-10-15,NA,35
"Mendenhall School",2018-10-15,31,NA
"Millbrook School",2018-10-15,40.5,33
"Pitt Agri. Center",2018-10-15,15,37
"West Johnston Co.",2018-10-15,32,34
"Bryson City",2018-10-16,30,21
"Castle Hayne",2018-10-16,16,31
"Clemmons Middle",2018-10-16,34,21
"Durham Armory",2018-10-16,32,19
"Frying Pan Mountain",2018-10-16,NA,32
"Garinger High School",2018-10-16,37,31
"Hattie Avenue",2018-10-16,25,21
"Leggett",2018-10-16,17,19
"Linville Falls",2018-10-16,NA,23
"Mendenhall School",2018-10-16,18,19
"Millbrook School",2018-10-16,35,22
"Pitt Agri. Center",2018-10-16,25,24
"West Johnston Co.",2018-10-16,28,31
"Bryson City",2018-10-17,24,30
"Castle Hayne",2018-10-17,11,26
"Clemmons Middle",2018-10-17,23,33
"Durham Armory",2018-10-17,20.5,28
"Frying Pan Mountain",2018-10-17,3,41
"Garinger High School",2018-10-17,19.5,23
"Hattie Avenue",2018-10-17,14,33
"Leggett",2018-10-17,11,25
"Linville Falls",2018-10-17,5,36
"Mendenhall School",2018-10-17,10,34
"Millbrook School",2018-10-17,23.3333333333333,30
"Pitt Agri. Center",2018-10-17,21.5,22
"West Johnston Co.",2018-10-17,20,25
"Bryson City",2018-10-18,25,32
"Castle Hayne",2018-10-18,14,38
"Clemmons Middle",2018-10-18,25,37
"Durham Armory",2018-10-18,30,31
"Garinger High School",2018-10-18,21,38
"Hattie Avenue",2018-10-18,18,39
"Leggett",2018-10-18,17,33
"Linville Falls",2018-10-18,NA,35
"Mendenhall School",2018-10-18,14,36
"Millbrook School",2018-10-18,30.5,32
"Pitt Agri. Center",2018-10-18,23,34
"West Johnston Co.",2018-10-18,19,33
"Bryson City",2018-10-19,38,32
"Castle Hayne",2018-10-19,2,43
"Clemmons Middle",2018-10-19,38,44
"Durham Armory",2018-10-19,42,37
"Frying Pan Mountain",2018-10-19,NA,41
"Garinger High School",2018-10-19,34,43
"Hattie Avenue",2018-10-19,36,43
"Leggett",2018-10-19,22,39
"Linville Falls",2018-10-19,NA,41
"Mendenhall School",2018-10-19,33,42
"Millbrook School",2018-10-19,45,39
"Pitt Agri. Center",2018-10-19,25,41
"West Johnston Co.",2018-10-19,33,40
"Bryson City",2018-10-20,33,36
"Castle Hayne",2018-10-20,10,28
"Clemmons Middle",2018-10-20,40,32
"Durham Armory",2018-10-20,39.5,28
"Frying Pan Mountain",2018-10-20,7,38
"Garinger High School",2018-10-20,37,30
"Hattie Avenue",2018-10-20,31.5,31
"Leggett",2018-10-20,24,28
"Linville Falls",2018-10-20,12,36
"Mendenhall School",2018-10-20,27,28
"Millbrook School",2018-10-20,42.6666666666667,31
"Pitt Agri. Center",2018-10-20,31,30
"West Johnston Co.",2018-10-20,34,31
"Bryson City",2018-10-21,22,32
"Castle Hayne",2018-10-21,8,31
"Clemmons Middle",2018-10-21,13,30
"Durham Armory",2018-10-21,27,30
"Frying Pan Mountain",2018-10-21,NA,42
"Garinger High School",2018-10-21,20,29
"Hattie Avenue",2018-10-21,11,30
"Leggett",2018-10-21,0,29
"Mendenhall School",2018-10-21,19,NA
"Millbrook School",2018-10-21,20.5,30
"Pitt Agri. Center",2018-10-21,6,NA
"West Johnston Co.",2018-10-21,12,30
"Bryson City",2018-10-22,23,26
"Castle Hayne",2018-10-22,4,33
"Clemmons Middle",2018-10-22,30,30
"Durham Armory",2018-10-22,30,27
"Frying Pan Mountain",2018-10-22,NA,44
"Garinger High School",2018-10-22,32,31
"Hattie Avenue",2018-10-22,23,30
"Leggett",2018-10-22,9,30
"Linville Falls",2018-10-22,NA,35
"Mendenhall School",2018-10-22,16,NA
"Millbrook School",2018-10-22,31.5,28
"Pitt Agri. Center",2018-10-22,16,NA
"West Johnston Co.",2018-10-22,15,30
"Bryson City",2018-10-23,36,33
"Castle Hayne",2018-10-23,16,34
"Clemmons Middle",2018-10-23,28,31
"Durham Armory",2018-10-23,33.5,29
"Frying Pan Mountain",2018-10-23,8,45
"Garinger High School",2018-10-23,31,28
"Hattie Avenue",2018-10-23,29.5,32
"Leggett",2018-10-23,17,33
"Linville Falls",2018-10-23,12,NA
"Mendenhall School",2018-10-23,25,NA
"Millbrook School",2018-10-23,41.3333333333333,28
"Pitt Agri. Center",2018-10-23,29,35
"West Johnston Co.",2018-10-23,29,31
"Bryson City",2018-10-24,35,31
"Castle Hayne",2018-10-24,16,37
"Clemmons Middle",2018-10-24,28,33
"Durham Armory",2018-10-24,36,32
"Frying Pan Mountain",2018-10-24,NA,46
"Garinger High School",2018-10-24,32,37
"Hattie Avenue",2018-10-24,20,35
"Leggett",2018-10-24,17,31
"Linville Falls",2018-10-24,NA,41
"Mendenhall School",2018-10-24,16,35
"Millbrook School",2018-10-24,37.5,32
"Pitt Agri. Center",2018-10-24,29,32
"West Johnston Co.",2018-10-24,35,33
"Bryson City",2018-10-25,43,31
"Castle Hayne",2018-10-25,15,31
"Clemmons Middle",2018-10-25,33,25
"Durham Armory",2018-10-25,35,21
"Frying Pan Mountain",2018-10-25,NA,40
"Garinger High School",2018-10-25,36,23
"Hattie Avenue",2018-10-25,24,25
"Leggett",2018-10-25,11,26
"Linville Falls",2018-10-25,NA,31
"Mendenhall School",2018-10-25,19,25
"Millbrook School",2018-10-25,38,23
"Pitt Agri. Center",2018-10-25,21,28
"West Johnston Co.",2018-10-25,29,26
"Bryson City",2018-10-26,32,28
"Castle Hayne",2018-10-26,1,28
"Clemmons Middle",2018-10-26,31,24
"Durham Armory",2018-10-26,29,26
"Frying Pan Mountain",2018-10-26,1,38
"Garinger High School",2018-10-26,17.5,24
"Hattie Avenue",2018-10-26,22.5,26
"Leggett",2018-10-26,13,31
"Linville Falls",2018-10-26,5,36
"Mendenhall School",2018-10-26,17,25
"Millbrook School",2018-10-26,29,25
"Pitt Agri. Center",2018-10-26,18.5,31
"West Johnston Co.",2018-10-26,20,26
"Bryson City",2018-10-27,30,31
"Castle Hayne",2018-10-27,8,22
"Clemmons Middle",2018-10-27,15,23
"Durham Armory",2018-10-27,24,19
"Frying Pan Mountain",2018-10-27,NA,37
"Garinger High School",2018-10-27,10,19
"Hattie Avenue",2018-10-27,14,22
"Leggett",2018-10-27,4,21
"Linville Falls",2018-10-27,NA,33
"Mendenhall School",2018-10-27,5,21
"Millbrook School",2018-10-27,27.5,18
"Pitt Agri. Center",2018-10-27,6,20
"West Johnston Co.",2018-10-27,9,19
"Bryson City",2018-10-28,33,39
"Castle Hayne",2018-10-28,NA,35
"Clemmons Middle",2018-10-28,26,37
"Durham Armory",2018-10-28,30,34
"Frying Pan Mountain",2018-10-28,NA,42
"Garinger High School",2018-10-28,21,33
"Hattie Avenue",2018-10-28,23,36
"Leggett",2018-10-28,10,33
"Linville Falls",2018-10-28,NA,39
"Mendenhall School",2018-10-28,14,38
"Millbrook School",2018-10-28,32,33
"Pitt Agri. Center",2018-10-28,15,35
"West Johnston Co.",2018-10-28,18,33
"Bryson City",2018-10-29,21,38
"Castle Hayne",2018-10-29,13,37
"Clemmons Middle",2018-10-29,19,34
"Durham Armory",2018-10-29,23.5,33
"Frying Pan Mountain",2018-10-29,7,45
"Garinger High School",2018-10-29,19,34
"Hattie Avenue",2018-10-29,15,33
"Leggett",2018-10-29,10,34
"Linville Falls",2018-10-29,8,37
"Mendenhall School",2018-10-29,10,35
"Millbrook School",2018-10-29,24.6666666666667,34
"Pitt Agri. Center",2018-10-29,18,35
"West Johnston Co.",2018-10-29,15,34
"Bryson City",2018-10-30,26,31
"Castle Hayne",2018-10-30,9,34
"Clemmons Middle",2018-10-30,23,34
"Durham Armory",2018-10-30,34,36
"Frying Pan Mountain",2018-10-30,NA,47
"Garinger High School",2018-10-30,30,33
"Hattie Avenue",2018-10-30,21,34
"Leggett",2018-10-30,14,34
"Linville Falls",2018-10-30,NA,36
"Mendenhall School",2018-10-30,18,38
"Millbrook School",2018-10-30,38.5,35
"Pitt Agri. Center",2018-10-30,20,35
"West Johnston Co.",2018-10-30,27,36
"Bryson City",2018-10-31,43,35
"Castle Hayne",2018-10-31,13,42
"Clemmons Middle",2018-10-31,47,NA
"Durham Armory",2018-10-31,58,39
"Frying Pan Mountain",2018-10-31,NA,45
"Garinger High School",2018-10-31,38,40
"Hattie Avenue",2018-10-31,43,NA
"Leggett",2018-10-31,25,42
"Linville Falls",2018-10-31,NA,45
"Mendenhall School",2018-10-31,38,44
"Millbrook School",2018-10-31,52.5,40
"Pitt Agri. Center",2018-10-31,36,42
"West Johnston Co.",2018-10-31,35,41
"Bryson City",2018-11-01,43,NA
"Castle Hayne",2018-11-01,4,NA
"Clemmons Middle",2018-11-01,33,NA
"Durham Armory",2018-11-01,31.5,NA
"Frying Pan Mountain",2018-11-01,6,NA
"Garinger High School",2018-11-01,23.5,33
"Hattie Avenue",2018-11-01,30,NA
"Leggett",2018-11-01,19,NA
"Linville Falls",2018-11-01,22,NA
"Mendenhall School",2018-11-01,25,NA
"Millbrook School",2018-11-01,29,31
"Pitt Agri. Center",2018-11-01,19.5,NA
"West Johnston Co.",2018-11-01,21,NA
"Bryson City",2018-11-02,17,NA
"Castle Hayne",2018-11-02,12,NA
"Clemmons Middle",2018-11-02,24,NA
"Durham Armory",2018-11-02,26,NA
"Garinger High School",2018-11-02,15,20
"Hattie Avenue",2018-11-02,20,NA
"Leggett",2018-11-02,16,NA
"Mendenhall School",2018-11-02,14,NA
"Millbrook School",2018-11-02,30,24
"Pitt Agri. Center",2018-11-02,21,NA
"West Johnston Co.",2018-11-02,21,NA
"Bryson City",2018-11-03,29,NA
